,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
23,"When Allison and Shannon got a snack at the hospital, Allison decided to give it to","When Allison and Shannon got a snack at the hospital, Crystal decided to give it to","When Allison and Shannon got a snack at the hospital, Shannon decided to give it to",28108,33461
354,"Then, Jose and Kelly had a lot of fun at the garden. Jose gave a ring to","Then, Jose and Kelly had a lot of fun at the garden. Lisa gave a ring to","Then, Jose and Kelly had a lot of fun at the garden. Kelly gave a ring to",9077,5264
746,"Then, Timothy and Cody had a long argument, and afterwards Cody said to","Then, Timothy and Cody had a long argument, and afterwards Lindsey said to","Then, Timothy and Cody had a long argument, and afterwards Timothy said to",22283,27035
890,"Then, Jamie and Erin were thinking about going to the house. Jamie wanted to give a kiss to","Then, Jamie and Erin were thinking about going to the house. Jonathan wanted to give a kiss to","Then, Jamie and Erin were thinking about going to the house. Erin wanted to give a kiss to",28894,17826
735,"After Jeremy and Ashley went to the restaurant, Ashley gave a ring to","After Jeremy and Ashley went to the restaurant, Mary gave a ring to","After Jeremy and Ashley went to the restaurant, Jeremy gave a ring to",11753,20899
272,"After Tyler and Aaron went to the house, Tyler gave a ring to","After Tyler and Aaron went to the house, Bryan gave a ring to","After Tyler and Aaron went to the house, Aaron gave a ring to",12139,14886
45,"After Heather and James went to the hospital, James gave a ring to","After Heather and James went to the hospital, Timothy gave a ring to","After Heather and James went to the hospital, Heather gave a ring to",24253,3700
478,"Then, Lauren and Laura were working at the office. Lauren decided to give a kiss to","Then, Lauren and Laura were working at the office. Kristen decided to give a kiss to","Then, Lauren and Laura were working at the office. Laura decided to give a kiss to",16753,25672
396,"Then, Melissa and Tiffany had a long argument, and afterwards Tiffany said to","Then, Melissa and Tiffany had a long argument, and afterwards Lindsay said to","Then, Melissa and Tiffany had a long argument, and afterwards Melissa said to",24164,40928
626,"Then, Samuel and Lisa were thinking about going to the station. Lisa wanted to give a bone to","Then, Samuel and Lisa were thinking about going to the station. David wanted to give a bone to","Then, Samuel and Lisa were thinking about going to the station. Samuel wanted to give a bone to",17100,15378
185,"Then, Daniel and Timothy were thinking about going to the office. Daniel wanted to give a basketball to","Then, Daniel and Timothy were thinking about going to the office. Brandon wanted to give a basketball to","Then, Daniel and Timothy were thinking about going to the office. Timothy wanted to give a basketball to",22283,7806
454,"Then, Melissa and William had a long argument, and afterwards William said to","Then, Melissa and William had a long argument, and afterwards Eric said to","Then, Melissa and William had a long argument, and afterwards Melissa said to",24164,3977
343,"After David and Amber went to the hospital, Amber gave a bone to","After David and Amber went to the hospital, Megan gave a bone to","After David and Amber went to the hospital, David gave a bone to",3271,21896
724,"Then, Laura and Lindsay went to the garden. Lindsay gave a bone to","Then, Laura and Lindsay went to the garden. Amber gave a bone to","Then, Laura and Lindsay went to the garden. Laura gave a bone to",16753,33127
404,"When Timothy and Kyle got a bone at the garden, Timothy decided to give it to","When Timothy and Kyle got a bone at the garden, Andrea decided to give it to","When Timothy and Kyle got a bone at the garden, Kyle decided to give it to",14316,22283
163,"When William and Scott got a snack at the garden, William decided to give it to","When William and Scott got a snack at the garden, Amy decided to give it to","When William and Scott got a snack at the garden, Scott decided to give it to",4746,3977
921,"Then, Samuel and Andrew went to the station. Andrew gave a snack to","Then, Samuel and Andrew went to the station. Michelle gave a snack to","Then, Samuel and Andrew went to the station. Samuel gave a snack to",17100,6858
871,"Then, Bradley and Katherine went to the station. Katherine gave a necklace to","Then, Bradley and Katherine went to the station. Jesse gave a necklace to","Then, Bradley and Katherine went to the station. Bradley gave a necklace to",16182,32719
40,"Then, Erin and Emily had a long argument, and afterwards Emily said to","Then, Erin and Emily had a long argument, and afterwards Shannon said to","Then, Erin and Emily had a long argument, and afterwards Erin said to",28894,17608
373,"After Scott and Kelly went to the house, Kelly gave a snack to","After Scott and Kelly went to the house, John gave a snack to","After Scott and Kelly went to the house, Scott gave a snack to",4746,9077
622,"After Amanda and Paul went to the office, Paul gave a basketball to","After Amanda and Paul went to the office, Cody gave a basketball to","After Amanda and Paul went to the office, Amanda gave a basketball to",23040,3362
116,"Then, Nicole and Lindsey were thinking about going to the school. Nicole wanted to give a ring to","Then, Nicole and Lindsey were thinking about going to the school. Emily wanted to give a ring to","Then, Nicole and Lindsey were thinking about going to the school. Lindsey wanted to give a ring to",30334,25176
859,"Then, Kyle and Megan had a lot of fun at the restaurant. Megan gave a ring to","Then, Kyle and Megan had a lot of fun at the restaurant. Kelly gave a ring to","Then, Kyle and Megan had a lot of fun at the restaurant. Kyle gave a ring to",14316,27616
705,"Then, Anthony and Joseph had a long argument, and afterwards Anthony said to","Then, Anthony and Joseph had a long argument, and afterwards Bradley said to","Then, Anthony and Joseph had a long argument, and afterwards Joseph said to",7212,9953
502,"Then, Sean and Erin had a lot of fun at the station. Sean gave a drink to","Then, Sean and Erin had a lot of fun at the station. Vanessa gave a drink to","Then, Sean and Erin had a lot of fun at the station. Erin gave a drink to",28894,11465
541,"Then, Anthony and Sean had a lot of fun at the garden. Anthony gave a basketball to","Then, Anthony and Sean had a lot of fun at the garden. Brandon gave a basketball to","Then, Anthony and Sean had a lot of fun at the garden. Sean gave a basketball to",11465,9953
279,"Then, Michael and Mark were thinking about going to the garden. Michael wanted to give a drink to","Then, Michael and Mark were thinking about going to the garden. Amy wanted to give a drink to","Then, Michael and Mark were thinking about going to the garden. Mark wanted to give a drink to",2940,3899
308,"Then, Kristen and Sarah were thinking about going to the house. Sarah wanted to give a kiss to","Then, Kristen and Sarah were thinking about going to the house. Mary wanted to give a kiss to","Then, Kristen and Sarah were thinking about going to the house. Kristen wanted to give a kiss to",44467,10490
700,"After Alexander and Ashley went to the school, Ashley gave a basketball to","After Alexander and Ashley went to the school, Mark gave a basketball to","After Alexander and Ashley went to the school, Alexander gave a basketball to",10009,20899
645,"Then, Allison and Joshua were working at the restaurant. Joshua decided to give a computer to","Then, Allison and Joshua were working at the restaurant. Kristen decided to give a computer to","Then, Allison and Joshua were working at the restaurant. Allison decided to give a computer to",33461,20700
783,"When Stephen and Adam got a drink at the garden, Adam decided to give it to","When Stephen and Adam got a drink at the garden, Heather decided to give it to","When Stephen and Adam got a drink at the garden, Stephen decided to give it to",7970,7244
201,"Then, Brian and Nicholas were thinking about going to the house. Brian wanted to give a kiss to","Then, Brian and Nicholas were thinking about going to the house. Cody wanted to give a kiss to","Then, Brian and Nicholas were thinking about going to the house. Nicholas wanted to give a kiss to",20320,8403
264,"Then, Shannon and Lauren went to the garden. Shannon gave a drink to","Then, Shannon and Lauren went to the garden. Christopher gave a drink to","Then, Shannon and Lauren went to the garden. Lauren gave a drink to",25672,28108
518,"When Dustin and Matthew got a drink at the restaurant, Matthew decided to give it to","When Dustin and Matthew got a drink at the restaurant, David decided to give it to","When Dustin and Matthew got a drink at the restaurant, Dustin decided to give it to",37616,9308
